fecha,zona_prov,w_mean
2009-08-01,LA PAMPA,2422
2009-08-01,LA RIOJA,2304
2009-08-01,MENDOZA,2452
2009-08-01,MISIONES,2081
2009-08-01,NEUQUEN,4196
2009-08-01,RIO NEGRO,2788
2009-08-01,SALTA,2309
2009-08-01,SAN JUAN,2381
2009-08-01,SAN LUIS,2760
2009-08-01,SANTA CRUZ,5270
2009-08-01,SANTA FE,2689
2009-08-01,SANTIAGO DEL ESTERO,2036
2009-08-01,TIERRA DEL FUEGO,4534
2009-08-01,TUCUMAN,2059
2009-09-01,BUENOS AIRES,2943
2009-09-01,CAPITAL FEDERAL,3384
2009-09-01,CATAMARCA,2455
2009-09-01,CHACO,2117
2009-09-01,CHUBUT,4880
2009-09-01,CORDOBA,2560
2009-09-01,CORRIENTES,2181
2009-09-01,ENTRE RIOS,2323
2009-09-01,FORMOSA,2236
2009-09-01,JUJUY,2413
2009-09-01,LA PAMPA,2461
2009-09-01,LA RIOJA,2338
2009-09-01,MENDOZA,2499
2009-09-01,MISIONES,2101
2009-09-01,NEUQUEN,4599
2009-09-01,RIO NEGRO,2827
2009-09-01,SALTA,2287
2009-09-01,SAN JUAN,2392
2009-09-01,SAN LUIS,2798
2009-09-01,SANTA CRUZ,5646
2009-09-01,SANTA FE,2742
2009-09-01,SANTIAGO DEL ESTERO,2043
2009-09-01,TIERRA DEL FUEGO,4652
2009-09-01,TUCUMAN,2045
2009-10-01,BUENOS AIRES,3071
2009-10-01,CAPITAL FEDERAL,3462
2009-10-01,CATAMARCA,2559
2009-10-01,CHACO,2187
2009-10-01,CHUBUT,4959
2009-10-01,CORDOBA,2627
2009-10-01,CORRIENTES,2196
2009-10-01,ENTRE RIOS,2219
2009-10-01,FORMOSA,2242
2009-10-01,JUJUY,2486
2009-10-01,LA PAMPA,2495
2009-10-01,LA RIOJA,2427
2009-10-01,MENDOZA,2535
2009-10-01,MISIONES,2216
2009-10-01,NEUQUEN,4588
2009-10-01,RIO NEGRO,2844
2009-10-01,SALTA,2343
2009-10-01,SAN JUAN,2455
2009-10-01,SAN LUIS,2979
2009-10-01,SANTA CRUZ,5644
2009-10-01,SANTA FE,2824
2009-10-01,SANTIAGO DEL ESTERO,2112
2009-10-01,TIERRA DEL FUEGO,4778
2009-10-01,TUCUMAN,2036
2009-11-01,BUENOS AIRES,2971
2009-11-01,CAPITAL FEDERAL,3413
2009-11-01,CATAMARCA,2517
2009-11-01,CHACO,2219
2009-11-01,CHUBUT,4758
2009-11-01,CORDOBA,2610
2009-11-01,CORRIENTES,2236
2009-11-01,ENTRE RIOS,2186
2009-11-01,FORMOSA,2207
2009-11-01,JUJUY,2494
2009-11-01,LA PAMPA,2508
2009-11-01,LA RIOJA,2411
2009-11-01,MENDOZA,2504
2009-11-01,MISIONES,2240
2009-11-01,NEUQUEN,4432
2009-11-01,RIO NEGRO,2775
2009-11-01,SALTA,2358
2009-11-01,SAN JUAN,2403
2009-11-01,SAN LUIS,2880
2009-11-01,SANTA CRUZ,5373
2009-11-01,SANTA FE,2775
2009-11-01,SANTIAGO DEL ESTERO,2119
2009-11-01,TIERRA DEL FUEGO,4805
2009-11-01,TUCUMAN,2132
2009-12-01,BUENOS AIRES,4382
2009-12-01,CAPITAL FEDERAL,4917
2009-12-01,CATAMARCA,3677
2009-12-01,CHACO,3296
2009-12-01,CHUBUT,6405
2009-12-01,CORDOBA,3884
2009-12-01,CORRIENTES,3345
2009-12-01,ENTRE RIOS,3551
2009-12-01,FORMOSA,3319
2009-12-01,JUJUY,3521
2009-12-01,LA PAMPA,3758
2009-12-01,LA RIOJA,3716
2009-12-01,MENDOZA,3606
2009-12-01,MISIONES,3300
2009-12-01,NEUQUEN,6057
2009-12-01,RIO NEGRO,3932
2009-12-01,SALTA,3401
2009-12-01,SAN JUAN,3496
2009-12-01,SAN LUIS,4299
2009-12-01,SANTA CRUZ,7307
2009-12-01,SANTA FE,4105
2009-12-01,SANTIAGO DEL ESTERO,3093
2009-12-01,TIERRA DEL FUEGO,6942
2009-12-01,TUCUMAN,3220
2010-01-01,BUENOS AIRES,3216
2010-01-01,CAPITAL FEDERAL,3723
2010-01-01,CATAMARCA,2722
2010-01-01,CHACO,2409
2010-01-01,CHUBUT,4911
2010-01-01,CORDOBA,2835
2010-01-01,CORRIENTES,2425
2010-01-01,ENTRE RIOS,2646
2010-01-01,FORMOSA,2444
2010-01-01,JUJUY,2446
2010-01-01,LA PAMPA,2804
2010-01-01,LA RIOJA,2495
2010-01-01,MENDOZA,2647
2010-01-01,MISIONES,2397
2010-01-01,NEUQUEN,4613
2010-01-01,RIO NEGRO,2747
2010-01-01,SALTA,2453
2010-01-01,SAN JUAN,2699
2010-01-01,SAN LUIS,3109
2010-01-01,SANTA CRUZ,5823
2010-01-01,SANTA FE,3068
2010-01-01,SANTIAGO DEL ESTERO,2266
2010-01-01,TIERRA DEL FUEGO,4864
2010-01-01,TUCUMAN,2450
2010-02-01,BUENOS AIRES,3111
2010-02-01,CAPITAL FEDERAL,3700
2010-02-01,CATAMARCA,2490
2010-02-01,CHACO,2395
2010-02-01,CHUBUT,4926
2010-02-01,CORDOBA,2794
2010-02-01,CORRIENTES,2390
2010-02-01,ENTRE RIOS,2533
2010-02-01,FORMOSA,2431
2010-02-01,JUJUY,2425
2010-02-01,LA PAMPA,2718
2010-02-01,LA RIOJA,2210
2010-02-01,MENDOZA,2594
2010-02-01,MISIONES,2327
2010-02-01,NEUQUEN,4666
2010-02-01,RIO NEGRO,3056
2010-02-01,SALTA,2457
2010-02-01,SAN JUAN,2502
2010-02-01,SAN LUIS,2979
2010-02-01,SANTA CRUZ,5484
2010-02-01,SANTA FE,2986
2010-02-01,SANTIAGO DEL ESTERO,2239
2010-02-01,TIERRA DEL FUEGO,4897
2010-02-01,TUCUMAN,2342
2010-03-01,BUENOS AIRES,3355
2010-03-01,CAPITAL FEDERAL,3888
2010-03-01,CATAMARCA,2539
2010-03-01,CHACO,2524
2010-03-01,CHUBUT,5083
2010-03-01,CORDOBA,2850
2010-03-01,CORRIENTES,2432
2010-03-01,ENTRE RIOS,2630
2010-03-01,FORMOSA,2481
2010-03-01,JUJUY,2627
2010-03-01,LA PAMPA,2786
2010-03-01,LA RIOJA,2282
2010-03-01,MENDOZA,2668
2010-03-01,MISIONES,2397
2010-03-01,NEUQUEN,4758
2010-03-01,RIO NEGRO,3247
2010-03-01,SALTA,2595
2010-03-01,SAN JUAN,2613
2010-03-01,SAN LUIS,3130
2010-03-01,SANTA CRUZ,5787
2010-03-01,SANTA FE,3109
2010-03-01,SANTIAGO DEL ESTERO,2385
2010-03-01,TIERRA DEL FUEGO,5094
2010-03-01,TUCUMAN,2460
2010-04-01,BUENOS AIRES,3339
2010-04-01,CAPITAL FEDERAL,3811
2010-04-01,CATAMARCA,2538
2010-04-01,CHACO,2520
2010-04-01,CHUBUT,5343
2010-04-01,CORDOBA,2929
2010-04-01,CORRIENTES,2455
2010-04-01,ENTRE RIOS,2681
2010-04-01,FORMOSA,2462
2010-04-01,JUJUY,2704
2010-04-01,LA PAMPA,2860
2010-04-01,LA RIOJA,2375
2010-04-01,MENDOZA,2771
2010-04-01,MISIONES,2389
2010-04-01,NEUQUEN,5002
2010-04-01,RIO NEGRO,3215
2010-04-01,SALTA,2652
2010-04-01,SAN JUAN,2660
2010-04-01,SAN LUIS,3196
2010-04-01,SANTA CRUZ,6113
2010-04-01,SANTA FE,3183
2010-04-01,SANTIAGO DEL ESTERO,2324
2010-04-01,TIERRA DEL FUEGO,5185
2010-04-01,TUCUMAN,2360
2010-05-01,BUENOS AIRES,3381
2010-05-01,CAPITAL FEDERAL,3807
2010-05-01,CATAMARCA,2659
2010-05-01,CHACO,2555
2010-05-01,CHUBUT,5590
2010-05-01,CORDOBA,2950
2010-05-01,CORRIENTES,2483
2010-05-01,ENTRE RIOS,2735
2010-05-01,FORMOSA,2490
2010-05-01,JUJUY,2881
2010-05-01,LA PAMPA,2902
2010-05-01,LA RIOJA,2579
2010-05-01,MENDOZA,2917
2010-05-01,MISIONES,2475
2010-05-01,NEUQUEN,5180
2010-05-01,RIO NEGRO,3238
2010-05-01,SALTA,2713
2010-05-01,SAN JUAN,2772
2010-05-01,SAN LUIS,3344
2010-05-01,SANTA CRUZ,6213
2010-05-01,SANTA FE,3198
2010-05-01,SANTIAGO DEL ESTERO,2379
2010-05-01,TIERRA DEL FUEGO,5499
2010-05-01,TUCUMAN,2418
2010-06-01,BUENOS AIRES,4919
2010-06-01,CAPITAL FEDERAL,5512
2010-06-01,CATAMARCA,3892
2010-06-01,CHACO,3830
2010-06-01,CHUBUT,7723
2010-06-01,CORDOBA,4351
2010-06-01,CORRIENTES,3685
2010-06-01,ENTRE RIOS,4019
2010-06-01,FORMOSA,3740
2010-06-01,JUJUY,4113
2010-06-01,LA PAMPA,4324
2010-06-01,LA RIOJA,3904
2010-06-01,MENDOZA,4154
2010-06-01,MISIONES,3585
2010-06-01,NEUQUEN,6944
2010-06-01,RIO NEGRO,4454
2010-06-01,SALTA,3919
2010-06-01,SAN JUAN,4045
2010-06-01,SAN LUIS,4858
2010-06-01,SANTA CRUZ,8669
2010-06-01,SANTA FE,4693
2010-06-01,SANTIAGO DEL ESTERO,3504
2010-06-01,TIERRA DEL FUEGO,7330
2010-06-01,TUCUMAN,3515
2010-07-01,BUENOS AIRES,3617
2010-07-01,CAPITAL FEDERAL,4052
2010-07-01,CATAMARCA,3014
2010-07-01,CHACO,2868
2010-07-01,CHUBUT,6066
2010-07-01,CORDOBA,3171
2010-07-01,CORRIENTES,2679
2010-07-01,ENTRE RIOS,2903
2010-07-01,FORMOSA,2712
2010-07-01,JUJUY,3035
2010-07-01,LA PAMPA,3105
2010-07-01,LA RIOJA,2835
2010-07-01,MENDOZA,3040
2010-07-01,MISIONES,2638
2010-07-01,NEUQUEN,5197
2010-07-01,RIO NEGRO,3409
2010-07-01,SALTA,2889
2010-07-01,SAN JUAN,2948
2010-07-01,SAN LUIS,3570
2010-07-01,SANTA CRUZ,6533
2010-07-01,SANTA FE,3432
2010-07-01,SANTIAGO DEL ESTERO,2569
2010-07-01,TIERRA DEL FUEGO,5990
2010-07-01,TUCUMAN,2669
2010-08-01,BUENOS AIRES,3708
2010-08-01,CAPITAL FEDERAL,4133
2010-08-01,CATAMARCA,3115
2010-08-01,CHACO,2892
2010-08-01,CHUBUT,5827
2010-08-01,CORDOBA,3229
2010-08-01,CORRIENTES,2715
2010-08-01,ENTRE RIOS,2943
2010-08-01,FORMOSA,2725
2010-08-01,JUJUY,3034
2010-08-01,LA PAMPA,3161
2010-08-01,LA RIOJA,2918
2010-08-01,MENDOZA,3109
2010-08-01,MISIONES,2706
2010-08-01,NEUQUEN,5504
2010-08-01,RIO NEGRO,3569
2010-08-01,SALTA,2888
2010-08-01,SAN JUAN,2994
2010-08-01,SAN LUIS,3578
2010-08-01,SANTA CRUZ,6838
2010-08-01,SANTA FE,3485
2010-08-01,SANTIAGO DEL ESTERO,2578
2010-08-01,TIERRA DEL FUEGO,5964
2010-08-01,TUCUMAN,2700
2010-09-01,BUENOS AIRES,3789
2010-09-01,CAPITAL FEDERAL,4253
2010-09-01,CATAMARCA,3234
2010-09-01,CHACO,2973
2010-09-01,CHUBUT,6019
2010-09-01,CORDOBA,3342
2010-09-01,CORRIENTES,2840
2010-09-01,ENTRE RIOS,3105
2010-09-01,FORMOSA,2838
2010-09-01,JUJUY,3132
2010-09-01,LA PAMPA,3355
2010-09-01,LA RIOJA,3047
2010-09-01,MENDOZA,3194
2010-09-01,MISIONES,2737
2010-09-01,NEUQUEN,5661
2010-09-01,RIO NEGRO,3624
2010-09-01,SALTA,2964
2010-09-01,SAN JUAN,3093
2010-09-01,SAN LUIS,3634
2010-09-01,SANTA CRUZ,7163
2010-09-01,SANTA FE,3563
2010-09-01,SANTIAGO DEL ESTERO,2668
2010-09-01,TIERRA DEL FUEGO,6489
2010-09-01,TUCUMAN,2716
2010-10-01,BUENOS AIRES,3858
2010-10-01,CAPITAL FEDERAL,4346
2010-10-01,CATAMARCA,3315
2010-10-01,CHACO,3059
2010-10-01,CHUBUT,6092
2010-10-01,CORDOBA,3380
2010-10-01,CORRIENTES,2946
2010-10-01,ENTRE RIOS,2988
2010-10-01,FORMOSA,2871
2010-10-01,JUJUY,3258
2010-10-01,LA PAMPA,3373
2010-10-01,LA RIOJA,3116
2010-10-01,MENDOZA,3254
2010-10-01,MISIONES,2881
2010-10-01,NEUQUEN,5818
2010-10-01,RIO NEGRO,3706
2010-10-01,SALTA,2995
2010-10-01,SAN JUAN,3197
2010-10-01,SAN LUIS,3712
2010-10-01,SANTA CRUZ,6951
2010-10-01,SANTA FE,3645
2010-10-01,SANTIAGO DEL ESTERO,2725
2010-10-01,TIERRA DEL FUEGO,6420
2010-10-01,TUCUMAN,2737
2010-11-01,BUENOS AIRES,3880
2010-11-01,CAPITAL FEDERAL,4398
2010-11-01,CATAMARCA,3303
2010-11-01,CHACO,3066
2010-11-01,CHUBUT,6251
2010-11-01,CORDOBA,3447
2010-11-01,CORRIENTES,2944
2010-11-01,ENTRE RIOS,3018
2010-11-01,FORMOSA,2932
2010-11-01,JUJUY,3243
2010-11-01,LA PAMPA,3399
2010-11-01,LA RIOJA,3184
2010-11-01,MENDOZA,3282
2010-11-01,MISIONES,2967
2010-11-01,NEUQUEN,6029
2010-11-01,RIO NEGRO,3694
2010-11-01,SALTA,3024
2010-11-01,SAN JUAN,3200
2010-11-01,SAN LUIS,3762
2010-11-01,SANTA CRUZ,7439
2010-11-01,SANTA FE,3658
2010-11-01,SANTIAGO DEL ESTERO,2765
2010-11-01,TIERRA DEL FUEGO,6734
2010-11-01,TUCUMAN,2919
2010-12-01,BUENOS AIRES,6079
2010-12-01,CAPITAL FEDERAL,7066
2010-12-01,CATAMARCA,5497
2010-12-01,CHACO,4657
2010-12-01,CHUBUT,9808
2010-12-01,CORDOBA,5350
2010-12-01,CORRIENTES,4556
2010-12-01,ENTRE RIOS,4839
2010-12-01,FORMOSA,4378
2010-12-01,JUJUY,4609
2010-12-01,LA PAMPA,5167
2010-12-01,LA RIOJA,5012
2010-12-01,MENDOZA,4906
2010-12-01,MISIONES,4499
2010-12-01,NEUQUEN,8916
2010-12-01,RIO NEGRO,5494
2010-12-01,SALTA,4541
2010-12-01,SAN JUAN,4809
2010-12-01,SAN LUIS,5926
2010-12-01,SANTA CRUZ,10657
2010-12-01,SANTA FE,5708
2010-12-01,SANTIAGO DEL ESTERO,4140
2010-12-01,TIERRA DEL FUEGO,11584
2010-12-01,TUCUMAN,4490
2011-01-01,BUENOS AIRES,4509
2011-01-01,CAPITAL FEDERAL,5394
2011-01-01,CATAMARCA,3729
2011-01-01,CHACO,3373
2011-01-01,CHUBUT,7512
2011-01-01,CORDOBA,3960
2011-01-01,CORRIENTES,3270
2011-01-01,ENTRE RIOS,3605
2011-01-01,FORMOSA,3250
2011-01-01,JUJUY,3378
2011-01-01,LA PAMPA,3787
2011-01-01,LA RIOJA,3397
2011-01-01,MENDOZA,3606
2011-01-01,MISIONES,3237
2011-01-01,NEUQUEN,6499
2011-01-01,RIO NEGRO,3701
2011-01-01,SALTA,3274
2011-01-01,SAN JUAN,3828
2011-01-01,SAN LUIS,4257
2011-01-01,SANTA CRUZ,8481
2011-01-01,SANTA FE,4208
2011-01-01,SANTIAGO DEL ESTERO,3004
2011-01-01,TIERRA DEL FUEGO,7608
2011-01-01,TUCUMAN,3373
2011-02-01,BUENOS AIRES,4214
2011-02-01,CAPITAL FEDERAL,5152
2011-02-01,CATAMARCA,3650
2011-02-01,CHACO,3312
2011-02-01,CHUBUT,6941
2011-02-01,CORDOBA,3729
2011-02-01,CORRIENTES,3203
2011-02-01,ENTRE RIOS,3411
2011-02-01,FORMOSA,3074
2011-02-01,JUJUY,3190
2011-02-01,LA PAMPA,3792
2011-02-01,LA RIOJA,2904
2011-02-01,MENDOZA,3470
2011-02-01,MISIONES,3132
2011-02-01,NEUQUEN,6610
2011-02-01,RIO NEGRO,4214
2011-02-01,SALTA,3256
2011-02-01,SAN JUAN,3456
2011-02-01,SAN LUIS,3983
2011-02-01,SANTA CRUZ,8001
2011-02-01,SANTA FE,4091
2011-02-01,SANTIAGO DEL ESTERO,2935
2011-02-01,TIERRA DEL FUEGO,7127
2011-02-01,TUCUMAN,3173
2011-03-01,BUENOS AIRES,4687
2011-03-01,CAPITAL FEDERAL,5783
2011-03-01,CATAMARCA,3491
2011-03-01,CHACO,3393
2011-03-01,CHUBUT,7602
2011-03-01,CORDOBA,3934
2011-03-01,CORRIENTES,3358
2011-03-01,ENTRE RIOS,3579
2011-03-01,FORMOSA,3312
2011-03-01,JUJUY,3488
2011-03-01,LA PAMPA,3856
2011-03-01,LA RIOJA,3072
2011-03-01,MENDOZA,3691
2011-03-01,MISIONES,3226
2011-03-01,NEUQUEN,7281
2011-03-01,RIO NEGRO,4456
2011-03-01,SALTA,3462
2011-03-01,SAN JUAN,3714
2011-03-01,SAN LUIS,4326
2011-03-01,SANTA CRUZ,8361
2011-03-01,SANTA FE,4325
2011-03-01,SANTIAGO DEL ESTERO,3175
2011-03-01,TIERRA DEL FUEGO,7266
2011-03-01,TUCUMAN,3311
2011-04-01,BUENOS AIRES,4588
2011-04-01,CAPITAL FEDERAL,5394
2011-04-01,CATAMARCA,3443
2011-04-01,CHACO,3321
2011-04-01,CHUBUT,7726
2011-04-01,CORDOBA,3954
2011-04-01,CORRIENTES,3372
2011-04-01,ENTRE RIOS,3592
2011-04-01,FORMOSA,3247
2011-04-01,JUJUY,3625
2011-04-01,LA PAMPA,3790
2011-04-01,LA RIOJA,3210
2011-04-01,MENDOZA,3733
2011-04-01,MISIONES,3178
2011-04-01,NEUQUEN,7294
2011-04-01,RIO NEGRO,4394
2011-04-01,SALTA,3456
2011-04-01,SAN JUAN,3810
2011-04-01,SAN LUIS,4283
2011-04-01,SANTA CRUZ,8694
2011-04-01,SANTA FE,4274
2011-04-01,SANTIAGO DEL ESTERO,3079
2011-04-01,TIERRA DEL FUEGO,7851
2011-04-01,TUCUMAN,3257
2011-05-01,BUENOS AIRES,4753
2011-05-01,CAPITAL FEDERAL,5516
2011-05-01,CATAMARCA,3747
2011-05-01,CHACO,3597
2011-05-01,CHUBUT,8507
2011-05-01,CORDOBA,4089
2011-05-01,CORRIENTES,3459
2011-05-01,ENTRE RIOS,3770
2011-05-01,FORMOSA,3561
2011-05-01,JUJUY,3843
2011-05-01,LA PAMPA,4046
2011-05-01,LA RIOJA,3413
2011-05-01,MENDOZA,4082
2011-05-01,MISIONES,3411
2011-05-01,NEUQUEN,9061
2011-05-01,RIO NEGRO,4888
2011-05-01,SALTA,3689
2011-05-01,SAN JUAN,4030
2011-05-01,SAN LUIS,4497
2011-05-01,SANTA CRUZ,10431
2011-05-01,SANTA FE,4465
2011-05-01,SANTIAGO DEL ESTERO,3401
2011-05-01,TIERRA DEL FUEGO,7732
2011-05-01,TUCUMAN,3365
2011-06-01,BUENOS AIRES,6955
2011-06-01,CAPITAL FEDERAL,8100
2011-06-01,CATAMARCA,5509
2011-06-01,CHACO,5296
2011-06-01,CHUBUT,11899
2011-06-01,CORDOBA,6034
2011-06-01,CORRIENTES,5157
2011-06-01,ENTRE RIOS,5417
2011-06-01,FORMOSA,5025
2011-06-01,JUJUY,5898
2011-06-01,LA PAMPA,5797
2011-06-01,LA RIOJA,5141
2011-06-01,MENDOZA,5756
2011-06-01,MISIONES,4837
2011-06-01,NEUQUEN,10851
2011-06-01,RIO NEGRO,6396
2011-06-01,SALTA,5233
2011-06-01,SAN JUAN,5772
2011-06-01,SAN LUIS,6716
2011-06-01,SANTA CRUZ,13385
2011-06-01,SANTA FE,6486
2011-06-01,SANTIAGO DEL ESTERO,4796
2011-06-01,TIERRA DEL FUEGO,11816
2011-06-01,TUCUMAN,4823
2011-07-01,BUENOS AIRES,4951
2011-07-01,CAPITAL FEDERAL,5718
2011-07-01,CATAMARCA,4228
2011-07-01,CHACO,3870
2011-07-01,CHUBUT,8616
2011-07-01,CORDOBA,4337
2011-07-01,CORRIENTES,3634
2011-07-01,ENTRE RIOS,3903
2011-07-01,FORMOSA,3660
2011-07-01,JUJUY,4302
2011-07-01,LA PAMPA,4164
2011-07-01,LA RIOJA,3737
2011-07-01,MENDOZA,4184
2011-07-01,MISIONES,3509
2011-07-01,NEUQUEN,7648
2011-07-01,RIO NEGRO,4754
2011-07-01,SALTA,3783
2011-07-01,SAN JUAN,4264
2011-07-01,SAN LUIS,4691
2011-07-01,SANTA CRUZ,9811
2011-07-01,SANTA FE,4649
2011-07-01,SANTIAGO DEL ESTERO,3524
2011-07-01,TIERRA DEL FUEGO,8878
2011-07-01,TUCUMAN,3661
2011-08-01,BUENOS AIRES,5023
2011-08-01,CAPITAL FEDERAL,5834
2011-08-01,CATAMARCA,4455
2011-08-01,CHACO,3896
2011-08-01,CHUBUT,9179
2011-08-01,CORDOBA,4402
2011-08-01,CORRIENTES,3675
2011-08-01,ENTRE RIOS,3934
2011-08-01,FORMOSA,3650
2011-08-01,JUJUY,4242
2011-08-01,LA PAMPA,4222
2011-08-01,LA RIOJA,3872
2011-08-01,MENDOZA,4292
2011-08-01,MISIONES,3584
2011-08-01,NEUQUEN,8270
2011-08-01,RIO NEGRO,4901
2011-08-01,SALTA,3862
2011-08-01,SAN JUAN,4299
2011-08-01,SAN LUIS,4772
2011-08-01,SANTA CRUZ,10776
2011-08-01,SANTA FE,4686
2011-08-01,SANTIAGO DEL ESTERO,3498
2011-08-01,TIERRA DEL FUEGO,8953
2011-08-01,TUCUMAN,3639
2011-09-01,BUENOS AIRES,5154
2011-09-01,CAPITAL FEDERAL,6100
2011-09-01,CATAMARCA,4550
2011-09-01,CHACO,4059
2011-09-01,CHUBUT,9061
2011-09-01,CORDOBA,4506
2011-09-01,CORRIENTES,3886
2011-09-01,ENTRE RIOS,4087
2011-09-01,FORMOSA,3971
2011-09-01,JUJUY,4374
2011-09-01,LA PAMPA,4460
2011-09-01,LA RIOJA,4022
2011-09-01,MENDOZA,4387
2011-09-01,MISIONES,3741
2011-09-01,NEUQUEN,8181
2011-09-01,RIO NEGRO,5077
2011-09-01,SALTA,3939
2011-09-01,SAN JUAN,4535
2011-09-01,SAN LUIS,4970
2011-09-01,SANTA CRUZ,10037
2011-09-01,SANTA FE,4899
2011-09-01,SANTIAGO DEL ESTERO,3697
2011-09-01,TIERRA DEL FUEGO,9326
2011-09-01,TUCUMAN,3784
2011-10-01,BUENOS AIRES,5239
2011-10-01,CAPITAL FEDERAL,6095
2011-10-01,CATAMARCA,4494
2011-10-01,CHACO,4045
2011-10-01,CHUBUT,9420
2011-10-01,CORDOBA,4523
2011-10-01,CORRIENTES,3850
2011-10-01,ENTRE RIOS,3926
2011-10-01,FORMOSA,3932
2011-10-01,JUJUY,4471
2011-10-01,LA PAMPA,4435
2011-10-01,LA RIOJA,4074
2011-10-01,MENDOZA,4433
2011-10-01,MISIONES,3803
2011-10-01,NEUQUEN,8605
2011-10-01,RIO NEGRO,5139
2011-10-01,SALTA,3949
2011-10-01,SAN JUAN,4613
2011-10-01,SAN LUIS,5138
2011-10-01,SANTA CRUZ,10853
2011-10-01,SANTA FE,4912
2011-10-01,SANTIAGO DEL ESTERO,3666
2011-10-01,TIERRA DEL FUEGO,9397
2011-10-01,TUCUMAN,3726
2011-11-01,BUENOS AIRES,5272
2011-11-01,CAPITAL FEDERAL,6114
2011-11-01,CATAMARCA,4736
2011-11-01,CHACO,4165
2011-11-01,CHUBUT,9471
2011-11-01,CORDOBA,4657
2011-11-01,CORRIENTES,4039
2011-11-01,ENTRE RIOS,4078
2011-11-01,FORMOSA,4095
2011-11-01,JUJUY,4615
2011-11-01,LA PAMPA,4731
2011-11-01,LA RIOJA,4290
2011-11-01,MENDOZA,4503
2011-11-01,MISIONES,3976
2011-11-01,NEUQUEN,8757
2011-11-01,RIO NEGRO,5348
2011-11-01,SALTA,4110
2011-11-01,SAN JUAN,4655
2011-11-01,SAN LUIS,5226
2011-11-01,SANTA CRUZ,10528
2011-11-01,SANTA FE,4980
2011-11-01,SANTIAGO DEL ESTERO,3782
2011-11-01,TIERRA DEL FUEGO,9526
2011-11-01,TUCUMAN,3986
2011-12-01,BUENOS AIRES,8012
2011-12-01,CAPITAL FEDERAL,9234
2011-12-01,CATAMARCA,7478
2011-12-01,CHACO,6173
2011-12-01,CHUBUT,12829
2011-12-01,CORDOBA,7099
2011-12-01,CORRIENTES,6037
2011-12-01,ENTRE RIOS,6397
2011-12-01,FORMOSA,6091
2011-12-01,JUJUY,6532
2011-12-01,LA PAMPA,6902
2011-12-01,LA RIOJA,6637
2011-12-01,MENDOZA,6524
2011-12-01,MISIONES,5867
2011-12-01,NEUQUEN,11606
2011-12-01,RIO NEGRO,7478
2011-12-01,SALTA,5945
2011-12-01,SAN JUAN,6894
2011-12-01,SAN LUIS,7818
2011-12-01,SANTA CRUZ,14193
2011-12-01,SANTA FE,7524
2011-12-01,SANTIAGO DEL ESTERO,5535
2011-12-01,TIERRA DEL FUEGO,16169
2011-12-01,TUCUMAN,5985
2012-01-01,BUENOS AIRES,5889
2012-01-01,CAPITAL FEDERAL,6953
2012-01-01,CATAMARCA,5037
2012-01-01,CHACO,4535
2012-01-01,CHUBUT,9899
2012-01-01,CORDOBA,5237
2012-01-01,CORRIENTES,4329
2012-01-01,ENTRE RIOS,4709
2012-01-01,FORMOSA,4216
2012-01-01,JUJUY,4610
2012-01-01,LA PAMPA,4964
2012-01-01,LA RIOJA,4550
2012-01-01,MENDOZA,4823
2012-01-01,MISIONES,4220
2012-01-01,NEUQUEN,8661
2012-01-01,RIO NEGRO,4930
2012-01-01,SALTA,4276
2012-01-01,SAN JUAN,5579
2012-01-01,SAN LUIS,5745
2012-01-01,SANTA CRUZ,10910
2012-01-01,SANTA FE,5631
2012-01-01,SANTIAGO DEL ESTERO,3986
2012-01-01,TIERRA DEL FUEGO,9336
2012-01-01,TUCUMAN,4465
2012-02-01,BUENOS AIRES,5643
2012-02-01,CAPITAL FEDERAL,6867
2012-02-01,CATAMARCA,5174
2012-02-01,CHACO,4425
2012-02-01,CHUBUT,9486
2012-02-01,CORDOBA,4941
2012-02-01,CORRIENTES,4342
2012-02-01,ENTRE RIOS,4543
2012-02-01,FORMOSA,4271
2012-02-01,JUJUY,4377
2012-02-01,LA PAMPA,5096
2012-02-01,LA RIOJA,4110
2012-02-01,MENDOZA,4722
2012-02-01,MISIONES,4135
2012-02-01,NEUQUEN,8909
2012-02-01,RIO NEGRO,5488
2012-02-01,SALTA,4318
2012-02-01,SAN JUAN,5319
2012-02-01,SAN LUIS,5477
2012-02-01,SANTA CRUZ,10165
2012-02-01,SANTA FE,5403
2012-02-01,SANTIAGO DEL ESTERO,4121
2012-02-01,TIERRA DEL FUEGO,9749
2012-02-01,TUCUMAN,4294
2012-03-01,BUENOS AIRES,6082
2012-03-01,CAPITAL FEDERAL,7370
2012-03-01,CATAMARCA,4996
2012-03-01,CHACO,4471
2012-03-01,CHUBUT,9733
2012-03-01,CORDOBA,5084
2012-03-01,CORRIENTES,4439
2012-03-01,ENTRE RIOS,4643
2012-03-01,FORMOSA,4428
2012-03-01,JUJUY,4616
2012-03-01,LA PAMPA,5003
2012-03-01,LA RIOJA,4249
2012-03-01,MENDOZA,4718
2012-03-01,MISIONES,4204
2012-03-01,NEUQUEN,9180
2012-03-01,RIO NEGRO,5768
2012-03-01,SALTA,4519
2012-03-01,SAN JUAN,5406
2012-03-01,SAN LUIS,5559
2012-03-01,SANTA CRUZ,10849
2012-03-01,SANTA FE,5496
2012-03-01,SANTIAGO DEL ESTERO,4070
2012-03-01,TIERRA DEL FUEGO,10048
