fecha,zona_prov,w_mean
2012-03-01,TUCUMAN,4373
2012-04-01,BUENOS AIRES,5986
2012-04-01,CAPITAL FEDERAL,7056
2012-04-01,CATAMARCA,5094
2012-04-01,CHACO,4545
2012-04-01,CHUBUT,9950
2012-04-01,CORDOBA,5274
2012-04-01,CORRIENTES,4490
2012-04-01,ENTRE RIOS,4774
2012-04-01,FORMOSA,4471
2012-04-01,JUJUY,4810
2012-04-01,LA PAMPA,5063
2012-04-01,LA RIOJA,4431
2012-04-01,MENDOZA,4965
2012-04-01,MISIONES,4228
2012-04-01,NEUQUEN,9247
2012-04-01,RIO NEGRO,5810
2012-04-01,SALTA,4650
2012-04-01,SAN JUAN,5795
2012-04-01,SAN LUIS,5651
2012-04-01,SANTA CRUZ,11354
2012-04-01,SANTA FE,5638
2012-04-01,SANTIAGO DEL ESTERO,4109
2012-04-01,TIERRA DEL FUEGO,9822
2012-04-01,TUCUMAN,4249
2012-05-01,BUENOS AIRES,6157
2012-05-01,CAPITAL FEDERAL,7232
2012-05-01,CATAMARCA,5279
2012-05-01,CHACO,4851
2012-05-01,CHUBUT,10114
2012-05-01,CORDOBA,5484
2012-05-01,CORRIENTES,4709
2012-05-01,ENTRE RIOS,4952
2012-05-01,FORMOSA,4697
2012-05-01,JUJUY,5236
2012-05-01,LA PAMPA,5287
2012-05-01,LA RIOJA,4755
2012-05-01,MENDOZA,5374
2012-05-01,MISIONES,4437
2012-05-01,NEUQUEN,9982
2012-05-01,RIO NEGRO,6176
2012-05-01,SALTA,4785
2012-05-01,SAN JUAN,5834
2012-05-01,SAN LUIS,5801
2012-05-01,SANTA CRUZ,11733
2012-05-01,SANTA FE,5844
2012-05-01,SANTIAGO DEL ESTERO,4378
2012-05-01,TIERRA DEL FUEGO,10306
2012-05-01,TUCUMAN,4378
2012-06-01,BUENOS AIRES,8990
2012-06-01,CAPITAL FEDERAL,10426
2012-06-01,CATAMARCA,8597
2012-06-01,CHACO,6924
2012-06-01,CHUBUT,14587
2012-06-01,CORDOBA,7933
2012-06-01,CORRIENTES,6822
2012-06-01,ENTRE RIOS,7062
2012-06-01,FORMOSA,6780
2012-06-01,JUJUY,7459
2012-06-01,LA PAMPA,7705
2012-06-01,LA RIOJA,7094
2012-06-01,MENDOZA,7608
2012-06-01,MISIONES,6253
2012-06-01,NEUQUEN,13699
2012-06-01,RIO NEGRO,8534
2012-06-01,SALTA,6843
2012-06-01,SAN JUAN,8549
2012-06-01,SAN LUIS,8734
2012-06-01,SANTA CRUZ,16816
2012-06-01,SANTA FE,8445
2012-06-01,SANTIAGO DEL ESTERO,6321
2012-06-01,TIERRA DEL FUEGO,15120
2012-06-01,TUCUMAN,6400
2012-07-01,BUENOS AIRES,6494
2012-07-01,CAPITAL FEDERAL,7493
2012-07-01,CATAMARCA,5695
2012-07-01,CHACO,5161
2012-07-01,CHUBUT,10941
2012-07-01,CORDOBA,5663
2012-07-01,CORRIENTES,4941
2012-07-01,ENTRE RIOS,5177
2012-07-01,FORMOSA,5118
2012-07-01,JUJUY,5577
2012-07-01,LA PAMPA,5666
2012-07-01,LA RIOJA,5286
2012-07-01,MENDOZA,5756
2012-07-01,MISIONES,4693
2012-07-01,NEUQUEN,9997
2012-07-01,RIO NEGRO,6386
2012-07-01,SALTA,5094
2012-07-01,SAN JUAN,6534
2012-07-01,SAN LUIS,6279
2012-07-01,SANTA CRUZ,12852
2012-07-01,SANTA FE,6096
2012-07-01,SANTIAGO DEL ESTERO,4802
2012-07-01,TIERRA DEL FUEGO,11791
2012-07-01,TUCUMAN,4825
2012-08-01,BUENOS AIRES,6475
2012-08-01,CAPITAL FEDERAL,7525
2012-08-01,CATAMARCA,5892
2012-08-01,CHACO,5154
2012-08-01,CHUBUT,11161
2012-08-01,CORDOBA,5751
2012-08-01,CORRIENTES,4980
2012-08-01,ENTRE RIOS,5188
2012-08-01,FORMOSA,5058
2012-08-01,JUJUY,5469
2012-08-01,LA PAMPA,5602
2012-08-01,LA RIOJA,5332
2012-08-01,MENDOZA,5724
2012-08-01,MISIONES,4746
2012-08-01,NEUQUEN,9987
2012-08-01,RIO NEGRO,6530
2012-08-01,SALTA,4953
2012-08-01,SAN JUAN,6489
2012-08-01,SAN LUIS,6297
2012-08-01,SANTA CRUZ,12892
2012-08-01,SANTA FE,6106
2012-08-01,SANTIAGO DEL ESTERO,4667
2012-08-01,TIERRA DEL FUEGO,12306
2012-08-01,TUCUMAN,4779
2012-09-01,BUENOS AIRES,6564
2012-09-01,CAPITAL FEDERAL,7697
2012-09-01,CATAMARCA,5908
2012-09-01,CHACO,5153
2012-09-01,CHUBUT,11156
2012-09-01,CORDOBA,5745
2012-09-01,CORRIENTES,4977
2012-09-01,ENTRE RIOS,5189
2012-09-01,FORMOSA,5022
2012-09-01,JUJUY,5466
2012-09-01,LA PAMPA,5798
2012-09-01,LA RIOJA,5295
2012-09-01,MENDOZA,5781
2012-09-01,MISIONES,4796
2012-09-01,NEUQUEN,10592
2012-09-01,RIO NEGRO,6675
2012-09-01,SALTA,5060
2012-09-01,SAN JUAN,6460
2012-09-01,SAN LUIS,6231
2012-09-01,SANTA CRUZ,12866
2012-09-01,SANTA FE,6137
2012-09-01,SANTIAGO DEL ESTERO,4626
2012-09-01,TIERRA DEL FUEGO,12055
2012-09-01,TUCUMAN,4733
2012-10-01,BUENOS AIRES,6752
2012-10-01,CAPITAL FEDERAL,7759
2012-10-01,CATAMARCA,6099
2012-10-01,CHACO,5238
2012-10-01,CHUBUT,11122
2012-10-01,CORDOBA,5944
2012-10-01,CORRIENTES,5197
2012-10-01,ENTRE RIOS,5084
2012-10-01,FORMOSA,5138
2012-10-01,JUJUY,5630
2012-10-01,LA PAMPA,5850
2012-10-01,LA RIOJA,5568
2012-10-01,MENDOZA,5903
2012-10-01,MISIONES,4947
2012-10-01,NEUQUEN,11015
2012-10-01,RIO NEGRO,6810
2012-10-01,SALTA,5171
2012-10-01,SAN JUAN,6622
2012-10-01,SAN LUIS,6538
2012-10-01,SANTA CRUZ,13745
2012-10-01,SANTA FE,6314
2012-10-01,SANTIAGO DEL ESTERO,4807
2012-10-01,TIERRA DEL FUEGO,12220
2012-10-01,TUCUMAN,4972
2012-11-01,BUENOS AIRES,6811
2012-11-01,CAPITAL FEDERAL,7866
2012-11-01,CATAMARCA,6147
2012-11-01,CHACO,5437
2012-11-01,CHUBUT,12461
2012-11-01,CORDOBA,6194
2012-11-01,CORRIENTES,5310
2012-11-01,ENTRE RIOS,5330
2012-11-01,FORMOSA,5321
2012-11-01,JUJUY,5822
2012-11-01,LA PAMPA,6064
2012-11-01,LA RIOJA,5741
2012-11-01,MENDOZA,6041
2012-11-01,MISIONES,5155
2012-11-01,NEUQUEN,11168
2012-11-01,RIO NEGRO,6792
2012-11-01,SALTA,5264
2012-11-01,SAN JUAN,6699
2012-11-01,SAN LUIS,6681
2012-11-01,SANTA CRUZ,13430
2012-11-01,SANTA FE,6463
2012-11-01,SANTIAGO DEL ESTERO,4986
2012-11-01,TIERRA DEL FUEGO,12627
2012-11-01,TUCUMAN,5255
2012-12-01,BUENOS AIRES,10293
2012-12-01,CAPITAL FEDERAL,11820
2012-12-01,CATAMARCA,10010
2012-12-01,CHACO,7939
2012-12-01,CHUBUT,16493
2012-12-01,CORDOBA,9323
2012-12-01,CORRIENTES,7945
2012-12-01,ENTRE RIOS,8295
2012-12-01,FORMOSA,8043
2012-12-01,JUJUY,8390
2012-12-01,LA PAMPA,8931
2012-12-01,LA RIOJA,8787
2012-12-01,MENDOZA,8624
2012-12-01,MISIONES,7585
2012-12-01,NEUQUEN,14965
2012-12-01,RIO NEGRO,9623
2012-12-01,SALTA,7707
2012-12-01,SAN JUAN,9570
2012-12-01,SAN LUIS,9936
2012-12-01,SANTA CRUZ,18327
2012-12-01,SANTA FE,9693
2012-12-01,SANTIAGO DEL ESTERO,7280
2012-12-01,TIERRA DEL FUEGO,20856
2012-12-01,TUCUMAN,7890
2013-01-01,BUENOS AIRES,7524
2013-01-01,CAPITAL FEDERAL,8856
2013-01-01,CATAMARCA,6949
2013-01-01,CHACO,5743
2013-01-01,CHUBUT,12427
2013-01-01,CORDOBA,6789
2013-01-01,CORRIENTES,5703
2013-01-01,ENTRE RIOS,6059
2013-01-01,FORMOSA,5656
2013-01-01,JUJUY,6028
2013-01-01,LA PAMPA,6483
2013-01-01,LA RIOJA,5958
2013-01-01,MENDOZA,6279
2013-01-01,MISIONES,5440
2013-01-01,NEUQUEN,11289
2013-01-01,RIO NEGRO,6428
2013-01-01,SALTA,5610
2013-01-01,SAN JUAN,7461
2013-01-01,SAN LUIS,7260
2013-01-01,SANTA CRUZ,14259
2013-01-01,SANTA FE,7200
2013-01-01,SANTIAGO DEL ESTERO,5230
2013-01-01,TIERRA DEL FUEGO,11709
2013-01-01,TUCUMAN,5886
2013-02-01,BUENOS AIRES,7142
2013-02-01,CAPITAL FEDERAL,8644
2013-02-01,CATAMARCA,6090
2013-02-01,CHACO,5732
2013-02-01,CHUBUT,11887
2013-02-01,CORDOBA,6476
2013-02-01,CORRIENTES,5600
2013-02-01,ENTRE RIOS,5855
2013-02-01,FORMOSA,5560
2013-02-01,JUJUY,5646
2013-02-01,LA PAMPA,6532
2013-02-01,LA RIOJA,4990
2013-02-01,MENDOZA,6015
2013-02-01,MISIONES,5308
2013-02-01,NEUQUEN,11570
2013-02-01,RIO NEGRO,7147
2013-02-01,SALTA,5528
2013-02-01,SAN JUAN,7692
2013-02-01,SAN LUIS,7036
2013-02-01,SANTA CRUZ,13894
2013-02-01,SANTA FE,6798
2013-02-01,SANTIAGO DEL ESTERO,5105
2013-02-01,TIERRA DEL FUEGO,12177
2013-02-01,TUCUMAN,5533
2013-03-01,BUENOS AIRES,7642
2013-03-01,CAPITAL FEDERAL,9492
2013-03-01,CATAMARCA,6264
2013-03-01,CHACO,5731
2013-03-01,CHUBUT,12131
2013-03-01,CORDOBA,6586
2013-03-01,CORRIENTES,5696
2013-03-01,ENTRE RIOS,5919
2013-03-01,FORMOSA,5671
2013-03-01,JUJUY,6048
2013-03-01,LA PAMPA,6415
2013-03-01,LA RIOJA,5102
2013-03-01,MENDOZA,5962
2013-03-01,MISIONES,5275
2013-03-01,NEUQUEN,11909
2013-03-01,RIO NEGRO,7341
2013-03-01,SALTA,5839
2013-03-01,SAN JUAN,7340
2013-03-01,SAN LUIS,7428
2013-03-01,SANTA CRUZ,14101
2013-03-01,SANTA FE,7040
2013-03-01,SANTIAGO DEL ESTERO,5375
2013-03-01,TIERRA DEL FUEGO,12408
2013-03-01,TUCUMAN,5593
2013-04-01,BUENOS AIRES,7579
2013-04-01,CAPITAL FEDERAL,8996
2013-04-01,CATAMARCA,6182
2013-04-01,CHACO,5732
2013-04-01,CHUBUT,12516
2013-04-01,CORDOBA,6728
2013-04-01,CORRIENTES,5771
2013-04-01,ENTRE RIOS,6049
2013-04-01,FORMOSA,5748
2013-04-01,JUJUY,6297
2013-04-01,LA PAMPA,6477
2013-04-01,LA RIOJA,5507
2013-04-01,MENDOZA,6250
2013-04-01,MISIONES,5400
2013-04-01,NEUQUEN,12319
2013-04-01,RIO NEGRO,7499
2013-04-01,SALTA,5852
2013-04-01,SAN JUAN,7608
2013-04-01,SAN LUIS,7348
2013-04-01,SANTA CRUZ,14514
2013-04-01,SANTA FE,7146
2013-04-01,SANTIAGO DEL ESTERO,5246
2013-04-01,TIERRA DEL FUEGO,12496
2013-04-01,TUCUMAN,5431
2013-05-01,BUENOS AIRES,7912
2013-05-01,CAPITAL FEDERAL,9186
2013-05-01,CATAMARCA,6766
2013-05-01,CHACO,6032
2013-05-01,CHUBUT,13234
2013-05-01,CORDOBA,7041
2013-05-01,CORRIENTES,6069
2013-05-01,ENTRE RIOS,6328
2013-05-01,FORMOSA,6073
2013-05-01,JUJUY,6439
2013-05-01,LA PAMPA,6952
2013-05-01,LA RIOJA,5947
2013-05-01,MENDOZA,6723
2013-05-01,MISIONES,5584
2013-05-01,NEUQUEN,13421
2013-05-01,RIO NEGRO,7961
2013-05-01,SALTA,6211
2013-05-01,SAN JUAN,8165
2013-05-01,SAN LUIS,7548
2013-05-01,SANTA CRUZ,15519
2013-05-01,SANTA FE,7531
2013-05-01,SANTIAGO DEL ESTERO,5502
2013-05-01,TIERRA DEL FUEGO,12947
2013-05-01,TUCUMAN,5770
2013-06-01,BUENOS AIRES,11255
2013-06-01,CAPITAL FEDERAL,13146
2013-06-01,CATAMARCA,9833
2013-06-01,CHACO,8891
2013-06-01,CHUBUT,18428
2013-06-01,CORDOBA,10062
2013-06-01,CORRIENTES,8780
2013-06-01,ENTRE RIOS,8986
2013-06-01,FORMOSA,8795
2013-06-01,JUJUY,9421
2013-06-01,LA PAMPA,9897
2013-06-01,LA RIOJA,8919
2013-06-01,MENDOZA,9519
2013-06-01,MISIONES,7907
2013-06-01,NEUQUEN,17832
2013-06-01,RIO NEGRO,10935
2013-06-01,SALTA,8740
2013-06-01,SAN JUAN,11818
2013-06-01,SAN LUIS,11091
2013-06-01,SANTA CRUZ,21709
2013-06-01,SANTA FE,10663
2013-06-01,SANTIAGO DEL ESTERO,7976
2013-06-01,TIERRA DEL FUEGO,18289
2013-06-01,TUCUMAN,8122
2013-07-01,BUENOS AIRES,8145
2013-07-01,CAPITAL FEDERAL,9383
2013-07-01,CATAMARCA,7546
2013-07-01,CHACO,6433
2013-07-01,CHUBUT,14021
2013-07-01,CORDOBA,7248
2013-07-01,CORRIENTES,6275
2013-07-01,ENTRE RIOS,6512
2013-07-01,FORMOSA,6471
2013-07-01,JUJUY,7356
2013-07-01,LA PAMPA,7175
2013-07-01,LA RIOJA,6661
2013-07-01,MENDOZA,6947
2013-07-01,MISIONES,5881
2013-07-01,NEUQUEN,13547
2013-07-01,RIO NEGRO,8148
2013-07-01,SALTA,6518
2013-07-01,SAN JUAN,8688
2013-07-01,SAN LUIS,7897
2013-07-01,SANTA CRUZ,17082
2013-07-01,SANTA FE,7748
2013-07-01,SANTIAGO DEL ESTERO,5909
2013-07-01,TIERRA DEL FUEGO,15430
2013-07-01,TUCUMAN,6013
2013-08-01,BUENOS AIRES,8108
2013-08-01,CAPITAL FEDERAL,9441
2013-08-01,CATAMARCA,7191
2013-08-01,CHACO,6379
2013-08-01,CHUBUT,13496
2013-08-01,CORDOBA,7199
2013-08-01,CORRIENTES,6274
2013-08-01,ENTRE RIOS,6490
2013-08-01,FORMOSA,6290
2013-08-01,JUJUY,7178
2013-08-01,LA PAMPA,7107
2013-08-01,LA RIOJA,6713
2013-08-01,MENDOZA,6901
2013-08-01,MISIONES,5942
2013-08-01,NEUQUEN,13356
2013-08-01,RIO NEGRO,8303
2013-08-01,SALTA,6340
2013-08-01,SAN JUAN,8122
2013-08-01,SAN LUIS,7894
2013-08-01,SANTA CRUZ,16058
2013-08-01,SANTA FE,7701
2013-08-01,SANTIAGO DEL ESTERO,5915
2013-08-01,TIERRA DEL FUEGO,14453
2013-08-01,TUCUMAN,6023
2013-09-01,BUENOS AIRES,8256
2013-09-01,CAPITAL FEDERAL,9666
2013-09-01,CATAMARCA,7470
2013-09-01,CHACO,6465
2013-09-01,CHUBUT,13747
2013-09-01,CORDOBA,7355
2013-09-01,CORRIENTES,6379
2013-09-01,ENTRE RIOS,6629
2013-09-01,FORMOSA,6285
2013-09-01,JUJUY,6993
2013-09-01,LA PAMPA,7308
2013-09-01,LA RIOJA,6759
2013-09-01,MENDOZA,6941
2013-09-01,MISIONES,6044
2013-09-01,NEUQUEN,13738
2013-09-01,RIO NEGRO,8388
2013-09-01,SALTA,6420
2013-09-01,SAN JUAN,8153
2013-09-01,SAN LUIS,7943
2013-09-01,SANTA CRUZ,16464
2013-09-01,SANTA FE,7823
2013-09-01,SANTIAGO DEL ESTERO,5914
2013-09-01,TIERRA DEL FUEGO,15107
2013-09-01,TUCUMAN,6038
2013-10-01,BUENOS AIRES,8471
2013-10-01,CAPITAL FEDERAL,9809
2013-10-01,CATAMARCA,7657
2013-10-01,CHACO,6514
2013-10-01,CHUBUT,13855
2013-10-01,CORDOBA,7546
2013-10-01,CORRIENTES,6529
2013-10-01,ENTRE RIOS,6568
2013-10-01,FORMOSA,6489
2013-10-01,JUJUY,7146
2013-10-01,LA PAMPA,7340
2013-10-01,LA RIOJA,7065
2013-10-01,MENDOZA,7068
2013-10-01,MISIONES,6200
2013-10-01,NEUQUEN,14025
2013-10-01,RIO NEGRO,8569
2013-10-01,SALTA,6450
2013-10-01,SAN JUAN,8022
2013-10-01,SAN LUIS,8279
2013-10-01,SANTA CRUZ,16666
2013-10-01,SANTA FE,8007
2013-10-01,SANTIAGO DEL ESTERO,6171
2013-10-01,TIERRA DEL FUEGO,15504
2013-10-01,TUCUMAN,6398
2013-11-01,BUENOS AIRES,8496
2013-11-01,CAPITAL FEDERAL,9982
2013-11-01,CATAMARCA,7736
2013-11-01,CHACO,6678
2013-11-01,CHUBUT,13978
2013-11-01,CORDOBA,7794
2013-11-01,CORRIENTES,6712
2013-11-01,ENTRE RIOS,6711
2013-11-01,FORMOSA,6756
2013-11-01,JUJUY,7111
2013-11-01,LA PAMPA,7679
2013-11-01,LA RIOJA,7553
2013-11-01,MENDOZA,7232
2013-11-01,MISIONES,6394
2013-11-01,NEUQUEN,14670
2013-11-01,RIO NEGRO,8665
2013-11-01,SALTA,6581
2013-11-01,SAN JUAN,8608
2013-11-01,SAN LUIS,8368
2013-11-01,SANTA CRUZ,16897
2013-11-01,SANTA FE,8147
2013-11-01,SANTIAGO DEL ESTERO,6373
2013-11-01,TIERRA DEL FUEGO,16693
2013-11-01,TUCUMAN,6609
2013-12-01,BUENOS AIRES,12907
2013-12-01,CAPITAL FEDERAL,14836
2013-12-01,CATAMARCA,12578
2013-12-01,CHACO,9940
2013-12-01,CHUBUT,19905
2013-12-01,CORDOBA,11720
2013-12-01,CORRIENTES,10070
2013-12-01,ENTRE RIOS,10427
2013-12-01,FORMOSA,9971
2013-12-01,JUJUY,10407
2013-12-01,LA PAMPA,11242
2013-12-01,LA RIOJA,11062
2013-12-01,MENDOZA,10471
2013-12-01,MISIONES,9365
2013-12-01,NEUQUEN,20127
2013-12-01,RIO NEGRO,12347
2013-12-01,SALTA,9644
2013-12-01,SAN JUAN,12354
2013-12-01,SAN LUIS,12600
2013-12-01,SANTA CRUZ,23336
2013-12-01,SANTA FE,12242
2013-12-01,SANTIAGO DEL ESTERO,9191
2013-12-01,TIERRA DEL FUEGO,26345
2013-12-01,TUCUMAN,10036
2014-01-01,BUENOS AIRES,9397
2014-01-01,CAPITAL FEDERAL,11270
2014-01-01,CATAMARCA,8403
2014-01-01,CHACO,7131
2014-01-01,CHUBUT,15809
2014-01-01,CORDOBA,8480
2014-01-01,CORRIENTES,7292
2014-01-01,ENTRE RIOS,7647
2014-01-01,FORMOSA,7116
2014-01-01,JUJUY,7316
2014-01-01,LA PAMPA,8332
2014-01-01,LA RIOJA,7532
2014-01-01,MENDOZA,7776
2014-01-01,MISIONES,6766
2014-01-01,NEUQUEN,15200
2014-01-01,RIO NEGRO,8318
2014-01-01,SALTA,7021
2014-01-01,SAN JUAN,8611
2014-01-01,SAN LUIS,9095
2014-01-01,SANTA CRUZ,17863
2014-01-01,SANTA FE,9010
2014-01-01,SANTIAGO DEL ESTERO,6589
2014-01-01,TIERRA DEL FUEGO,14245
2014-01-01,TUCUMAN,7308
2014-02-01,BUENOS AIRES,9087
2014-02-01,CAPITAL FEDERAL,11062
2014-02-01,CATAMARCA,8023
2014-02-01,CHACO,7192
2014-02-01,CHUBUT,14844
2014-02-01,CORDOBA,8166
2014-02-01,CORRIENTES,7118
2014-02-01,ENTRE RIOS,7441
2014-02-01,FORMOSA,7238
2014-02-01,JUJUY,7098
2014-02-01,LA PAMPA,8274
2014-02-01,LA RIOJA,6920
2014-02-01,MENDOZA,7392
2014-02-01,MISIONES,6687
2014-02-01,NEUQUEN,15324
2014-02-01,RIO NEGRO,9069
2014-02-01,SALTA,7003
2014-02-01,SAN JUAN,8280
2014-02-01,SAN LUIS,8513
2014-02-01,SANTA CRUZ,18178
2014-02-01,SANTA FE,8751
2014-02-01,SANTIAGO DEL ESTERO,6640
2014-02-01,TIERRA DEL FUEGO,15113
2014-02-01,TUCUMAN,7181
2014-03-01,BUENOS AIRES,9735
2014-03-01,CAPITAL FEDERAL,12159
2014-03-01,CATAMARCA,8482
2014-03-01,CHACO,7340
2014-03-01,CHUBUT,15541
2014-03-01,CORDOBA,8525
2014-03-01,CORRIENTES,7465
2014-03-01,ENTRE RIOS,7641
2014-03-01,FORMOSA,7299
2014-03-01,JUJUY,7601
2014-03-01,LA PAMPA,8633
2014-03-01,LA RIOJA,7004
2014-03-01,MENDOZA,7680
2014-03-01,MISIONES,6792
2014-03-01,NEUQUEN,16962
2014-03-01,RIO NEGRO,9716
2014-03-01,SALTA,7334
2014-03-01,SAN JUAN,8692
2014-03-01,SAN LUIS,8705
2014-03-01,SANTA CRUZ,18907
2014-03-01,SANTA FE,9027
2014-03-01,SANTIAGO DEL ESTERO,7145
2014-03-01,TIERRA DEL FUEGO,15819
2014-03-01,TUCUMAN,7444
2014-04-01,BUENOS AIRES,10010
2014-04-01,CAPITAL FEDERAL,12127
2014-04-01,CATAMARCA,8541
2014-04-01,CHACO,7956
2014-04-01,CHUBUT,15674
2014-04-01,CORDOBA,9098
2014-04-01,CORRIENTES,7979
2014-04-01,ENTRE RIOS,8183
2014-04-01,FORMOSA,8067
2014-04-01,JUJUY,8132
2014-04-01,LA PAMPA,8984
2014-04-01,LA RIOJA,7708
2014-04-01,MENDOZA,8027
2014-04-01,MISIONES,7164
2014-04-01,NEUQUEN,16332
2014-04-01,RIO NEGRO,10053
2014-04-01,SALTA,7755
2014-04-01,SAN JUAN,9006
2014-04-01,SAN LUIS,9344
2014-04-01,SANTA CRUZ,18241
2014-04-01,SANTA FE,9698
2014-04-01,SANTIAGO DEL ESTERO,7296
2014-04-01,TIERRA DEL FUEGO,16610
2014-04-01,TUCUMAN,7594
2014-05-01,BUENOS AIRES,10212
2014-05-01,CAPITAL FEDERAL,11791
2014-05-01,CATAMARCA,8550
2014-05-01,CHACO,7857
2014-05-01,CHUBUT,17563
2014-05-01,CORDOBA,9155
2014-05-01,CORRIENTES,7868
2014-05-01,ENTRE RIOS,8215
2014-05-01,FORMOSA,7967
2014-05-01,JUJUY,8210
2014-05-01,LA PAMPA,9151
2014-05-01,LA RIOJA,7959
2014-05-01,MENDOZA,8818
2014-05-01,MISIONES,7195
2014-05-01,NEUQUEN,18349
2014-05-01,RIO NEGRO,10505
2014-05-01,SALTA,7721
2014-05-01,SAN JUAN,8836
2014-05-01,SAN LUIS,9541
2014-05-01,SANTA CRUZ,20175
2014-05-01,SANTA FE,9743
2014-05-01,SANTIAGO DEL ESTERO,7314
2014-05-01,TIERRA DEL FUEGO,17209
2014-05-01,TUCUMAN,7253
2014-06-01,BUENOS AIRES,14661
2014-06-01,CAPITAL FEDERAL,17116
2014-06-01,CATAMARCA,12702
2014-06-01,CHACO,11360
2014-06-01,CHUBUT,24475
2014-06-01,CORDOBA,13239
2014-06-01,CORRIENTES,11399
2014-06-01,ENTRE RIOS,11841
2014-06-01,FORMOSA,11472
2014-06-01,JUJUY,12140
2014-06-01,LA PAMPA,12855
2014-06-01,LA RIOJA,11716
2014-06-01,MENDOZA,12180
2014-06-01,MISIONES,10123
2014-06-01,NEUQUEN,24649
2014-06-01,RIO NEGRO,14494
2014-06-01,SALTA,11292
2014-06-01,SAN JUAN,12604
2014-06-01,SAN LUIS,13854
2014-06-01,SANTA CRUZ,28949
2014-06-01,SANTA FE,14064
2014-06-01,SANTIAGO DEL ESTERO,10603
2014-06-01,TIERRA DEL FUEGO,24058
2014-06-01,TUCUMAN,10482
2014-07-01,BUENOS AIRES,10824
2014-07-01,CAPITAL FEDERAL,12592
2014-07-01,CATAMARCA,10325
2014-07-01,CHACO,8607
2014-07-01,CHUBUT,18077
2014-07-01,CORDOBA,9704
2014-07-01,CORRIENTES,8335
2014-07-01,ENTRE RIOS,8841
2014-07-01,FORMOSA,8644
2014-07-01,JUJUY,9038
2014-07-01,LA PAMPA,9835
2014-07-01,LA RIOJA,8766
2014-07-01,MENDOZA,9150
2014-07-01,MISIONES,7829
2014-07-01,NEUQUEN,18059
2014-07-01,RIO NEGRO,10968
2014-07-01,SALTA,8263
2014-07-01,SAN JUAN,9484
2014-07-01,SAN LUIS,10262
2014-07-01,SANTA CRUZ,21846
2014-07-01,SANTA FE,10460
2014-07-01,SANTIAGO DEL ESTERO,8017
2014-07-01,TIERRA DEL FUEGO,19572
2014-07-01,TUCUMAN,8014
2014-08-01,BUENOS AIRES,10688
2014-08-01,CAPITAL FEDERAL,12494
2014-08-01,CATAMARCA,9477
2014-08-01,CHACO,8415
2014-08-01,CHUBUT,18618
2014-08-01,CORDOBA,9612
2014-08-01,CORRIENTES,8242
2014-08-01,ENTRE RIOS,8569
2014-08-01,FORMOSA,8310
2014-08-01,JUJUY,9843
2014-08-01,LA PAMPA,9622
2014-08-01,LA RIOJA,8523
2014-08-01,MENDOZA,9046
2014-08-01,MISIONES,7819
2014-08-01,NEUQUEN,18728
2014-08-01,RIO NEGRO,11037
2014-08-01,SALTA,8476
2014-08-01,SAN JUAN,9253
2014-08-01,SAN LUIS,10030
2014-08-01,SANTA CRUZ,22489
2014-08-01,SANTA FE,10114
2014-08-01,SANTIAGO DEL ESTERO,7740
2014-08-01,TIERRA DEL FUEGO,20020
2014-08-01,TUCUMAN,7845
2014-09-01,BUENOS AIRES,11108
2014-09-01,CAPITAL FEDERAL,13401
2014-09-01,CATAMARCA,10005
2014-09-01,CHACO,8667
2014-09-01,CHUBUT,19249
2014-09-01,CORDOBA,10017
2014-09-01,CORRIENTES,8397
2014-09-01,ENTRE RIOS,8791
2014-09-01,FORMOSA,8481
2014-09-01,JUJUY,9248
2014-09-01,LA PAMPA,9937
2014-09-01,LA RIOJA,8753
2014-09-01,MENDOZA,9367
2014-09-01,MISIONES,8040
2014-09-01,NEUQUEN,19563
2014-09-01,RIO NEGRO,11512
2014-09-01,SALTA,8394
2014-09-01,SAN JUAN,9466
2014-09-01,SAN LUIS,10439
2014-09-01,SANTA CRUZ,23139
2014-09-01,SANTA FE,10531
2014-09-01,SANTIAGO DEL ESTERO,7875
2014-09-01,TIERRA DEL FUEGO,19148
2014-09-01,TUCUMAN,8157
2014-10-01,BUENOS AIRES,11480
2014-10-01,CAPITAL FEDERAL,13355
2014-10-01,CATAMARCA,9985
2014-10-01,CHACO,8951
2014-10-01,CHUBUT,19533
2014-10-01,CORDOBA,10269
2014-10-01,CORRIENTES,8733
2014-10-01,ENTRE RIOS,8807
2014-10-01,FORMOSA,8877
2014-10-01,JUJUY,9485
2014-10-01,LA PAMPA,10118
2014-10-01,LA RIOJA,9147
2014-10-01,MENDOZA,9498
2014-10-01,MISIONES,8419
2014-10-01,NEUQUEN,19798
2014-10-01,RIO NEGRO,11738
2014-10-01,SALTA,8746
2014-10-01,SAN JUAN,9815
2014-10-01,SAN LUIS,11059
2014-10-01,SANTA CRUZ,23710
2014-10-01,SANTA FE,10827
2014-10-01,SANTIAGO DEL ESTERO,8019
2014-10-01,TIERRA DEL FUEGO,19709
2014-10-01,TUCUMAN,8639
2014-11-01,BUENOS AIRES,11438
2014-11-01,CAPITAL FEDERAL,13500
2014-11-01,CATAMARCA,10179
2014-11-01,CHACO,9270
2014-11-01,CHUBUT,19374
2014-11-01,CORDOBA,10441
2014-11-01,CORRIENTES,9166
2014-11-01,ENTRE RIOS,9072
2014-11-01,FORMOSA,9042
2014-11-01,JUJUY,9734
2014-11-01,LA PAMPA,10664
2014-11-01,LA RIOJA,9338
2014-11-01,MENDOZA,9688
